length_mm,width_mm,height_mm,weight_g,hardness_hrc,surface_roughness,temperature_c,vibration_score,color_variation,ultrasonic_defect,quality
0.2582186258419461,2.190509563850774,1.0308021650553487,1.067443058577907,1.0905429653635448,2.2242447864798534,1.84048694203521,0.78458832458469,-0.410666041131593,0.9770207567837048,0
-2.50713925209639,-1.6771956924949334,1.9275924022279687,4.0350015443067875,-0.6375803588697324,-1.346255224938538,-0.006678658662800041,-0.9152889539982461,1.8044594128407814,0.3844351817247659,1
-0.5052700166036437,-3.1677169794101534,2.178912235668977,-2.3059772870488144,2.1758571712634813,-1.380825514427253,0.38405417764494265,-2.928461382717971,-0.7734741916832915,-1.5199166046526487,1
-2.5170614515131904,-3.8210467999635895,0.6884431961635908,-2.5913765716951813,-0.7926611606389861,-4.401891278161061,3.0185180634381066,-3.5120978155138163,-3.2121343384357157,-1.984793245941254,0
-4.542011343045683,2.5642114034541645,-0.637757894451108,3.3401089600170515,0.6270658939261953,0.15561526112983382,-0.924800324553201,0.8980802765640625,-4.884075956464088,-5.611856586138327,1
0.2625123354776424,-4.6710039664605265,2.7701596432665343,-2.4878911413079132,-1.114736660629524,-3.4787376044682334,-1.7437369335731245,-4.224401300557389,1.1410919718915105,-0.6606258709543127,1
-2.973776139328365,-3.508777169925444,1.7116893381941,0.5139620143011077,-3.4465404234514967,-4.086964792937769,-1.3794059412458226,-3.261652732244603,0.2986002055133943,-2.204270759831032,1
-1.261303834369228,-1.9989202230784586,0.00015242759423395036,0.036585315833298715,-0.010912980824566265,-2.3609533903392927,-4.193208790188288,-1.629264394123483,-1.990418890861698,-2.6692405603754064,1
-3.2293868786356823,-4.972853970638962,2.797469376426029,-2.2897011536823015,2.2749782402093865,0.22890258215734938,-2.2563985319640087,-4.861714528270803,-2.5973577728007857,1.8208821615486297,0
-0.4238581479714493,-1.683113864527977,2.352159929569944,2.130165371421229,2.3859764103525474,-0.6369380435348777,1.6730863211600209,-0.8106403222063399,1.653373200101275,0.318459307460889,1
-0.18082292696642832,-2.713811883940763,-1.7824524716553418,3.256119293558366,0.5549598222274629,-3.1123305936403485,-0.40315224265391314,1.2001675802597753,2.697849691369907,1.0597101732714576,0
1.6969038836809212,-0.1600191223314924,1.4666439813064205,-3.948952980989226,-3.5722094974806566,-0.5335823628898618,-0.7445786088285247,-2.2757190090200807,0.2706796980841373,0.01470143140215785,0
0.5074102047080142,-4.249359420938773,1.6497999475678613,-3.7111928995031205,4.017013018318395,-0.5832564105130013,-0.6962772080938185,-3.1395430039962875,-1.0880906446995278,0.5173756554869364,1
0.7501303168669304,-0.8517754656590364,0.4816455579323409,-1.6806784744362968,0.3220251435771909,-2.7049179314041965,-3.112178364214445,-1.4857898178008118,-2.0244995857162005,-5.0382952263241965,1
0.3712376955207213,-0.26270123409265206,-0.06464166182739461,0.45583979375546824,1.6488691827766986,-0.9013064924714718,3.004203434441501,0.2976192743955611,-0.7965992732354925,0.5823686338188505,1
-2.3005715910653777,-2.730482853344624,0.7650212143268225,2.8574610610001017,1.9117049640976727,-1.051936290081491,-1.910773525241313,-1.1601046402969766,-0.6731861087523432,1.3111201529912828,0
-2.6523765206150536,-4.703128973394099,1.5022900801293821,-1.9077496842018966,5.200669846245357,-0.1049920455408262,1.1533603329390056,-2.977628883142362,-2.044234532377215,0.2766543171470821,1
